mID,Date,RoomNumber,cID,ClassName,StartHour,EndHour,MeetingDurationMinutes,Year,Month
1585,2020-11-18 10:00:00,843,10,B14,10,11,41,2020,11
1586,2020-11-18 07:00:00,781,8,C16,7,8,41,2020,11
1587,2020-11-18 08:00:00,478,19,C16,8,9,41,2020,11
1588,2020-11-18 09:00:00,781,52,C16,9,10,41,2020,11
1589,2020-11-18 10:00:00,687,18,C16,10,11,41,2020,11
1590,2020-11-18 11:00:00,687,4,C16,11,12,41,2020,11
1591,2020-11-18 12:00:00,256,14,C16,12,13,41,2020,11
1592,2020-11-18 13:00:00,478,16,C16,13,14,41,2020,11
1593,2020-11-18 10:00:00,769,3,C15,10,11,41,2020,11
1594,2020-11-18 11:00:00,348,15,C15,11,12,41,2020,11
1595,2020-11-18 13:00:00,687,2,C15,13,14,41,2020,11
1596,2020-11-18 14:00:00,947,53,C15,14,15,41,2020,11
1597,2020-11-18 07:00:00,779,54,C14,7,8,41,2020,11
1598,2020-11-18 11:00:00,769,11,C14,11,12,41,2020,11
1599,2020-11-18 15:00:00,779,10,C14,15,16,41,2020,11
1600,2020-11-19 07:00:00,769,9,A18,7,8,41,2020,11
1601,2020-11-19 08:00:00,361,17,A18,8,9,41,2020,11
1602,2020-11-19 09:00:00,361,5,A18,9,10,41,2020,11
1603,2020-11-19 10:00:00,687,38,A18,10,11,41,2020,11
1604,2020-11-19 07:00:00,843,1,A17,7,8,41,2020,11
1605,2020-11-19 08:00:00,781,39,A17,8,9,41,2020,11
1606,2020-11-19 07:00:00,478,3,A15,7,8,41,2020,11
1607,2020-11-19 08:00:00,687,2,A15,8,9,41,2020,11
1608,2020-11-19 09:00:00,769,15,A15,9,10,41,2020,11
1609,2020-11-19 10:00:00,843,41,A15,10,11,41,2020,11
1610,2020-11-19 07:00:00,348,10,A14,7,8,41,2020,11
1611,2020-11-19 08:00:00,478,11,A14,8,9,41,2020,11
1612,2020-11-19 09:00:00,781,42,A14,9,10,41,2020,11
1613,2020-11-19 07:00:00,256,45,B17,7,8,41,2020,11
1614,2020-11-19 08:00:00,348,1,B17,8,9,41,2020,11
1615,2020-11-19 07:00:00,361,48,B14,7,8,41,2020,11
1616,2020-11-19 09:00:00,256,11,B14,9,10,41,2020,11
1617,2020-11-19 10:00:00,361,10,B14,10,11,41,2020,11
1618,2020-11-19 07:00:00,947,8,C16,7,8,41,2020,11
1619,2020-11-19 08:00:00,769,19,C16,8,9,41,2020,11
1620,2020-11-19 09:00:00,779,52,C16,9,10,41,2020,11
1621,2020-11-19 10:00:00,478,18,C16,10,11,41,2020,11
1622,2020-11-19 11:00:00,843,4,C16,11,12,41,2020,11
1623,2020-11-19 12:00:00,478,14,C16,12,13,41,2020,11
1624,2020-11-19 13:00:00,781,16,C16,13,14,41,2020,11
1625,2020-11-19 10:00:00,256,3,C15,10,11,41,2020,11
1626,2020-11-19 11:00:00,687,15,C15,11,12,41,2020,11
1627,2020-11-19 13:00:00,478,2,C15,13,14,41,2020,11
1628,2020-11-19 14:00:00,687,53,C15,14,15,41,2020,11
1629,2020-11-19 07:00:00,687,54,C14,7,8,41,2020,11
1630,2020-11-19 11:00:00,779,11,C14,11,12,41,2020,11
1631,2020-11-19 15:00:00,687,10,C14,15,16,41,2020,11
1632,2020-11-20 07:00:00,687,9,A18,7,8,41,2020,11
1633,2020-11-20 08:00:00,947,17,A18,8,9,41,2020,11
1634,2020-11-20 09:00:00,348,5,A18,9,10,41,2020,11
1635,2020-11-20 10:00:00,478,38,A18,10,11,41,2020,11
1636,2020-11-20 07:00:00,779,1,A17,7,8,41,2020,11
1637,2020-11-20 08:00:00,361,39,A17,8,9,41,2020,11
1638,2020-11-20 07:00:00,478,3,A15,7,8,41,2020,11
1639,2020-11-20 08:00:00,687,2,A15,8,9,41,2020,11
1640,2020-11-20 09:00:00,361,15,A15,9,10,41,2020,11
1641,2020-11-20 10:00:00,348,41,A15,10,11,41,2020,11
1642,2020-11-20 07:00:00,947,10,A14,7,8,41,2020,11
1643,2020-11-20 08:00:00,769,11,A14,8,9,41,2020,11
1644,2020-11-20 09:00:00,769,42,A14,9,10,41,2020,11
1645,2020-11-20 07:00:00,361,45,B17,7,8,41,2020,11
1646,2020-11-20 08:00:00,779,1,B17,8,9,41,2020,11
1647,2020-11-20 07:00:00,781,48,B14,7,8,41,2020,11
1648,2020-11-20 09:00:00,843,11,B14,9,10,41,2020,11
1649,2020-11-20 10:00:00,947,10,B14,10,11,41,2020,11
1650,2020-11-20 07:00:00,348,8,C16,7,8,41,2020,11
1651,2020-11-20 08:00:00,256,19,C16,8,9,41,2020,11
1652,2020-11-20 09:00:00,256,52,C16,9,10,41,2020,11
1653,2020-11-20 10:00:00,769,18,C16,10,11,41,2020,11
1654,2020-11-20 11:00:00,947,4,C16,11,12,41,2020,11
1655,2020-11-20 12:00:00,348,14,C16,12,13,41,2020,11
1656,2020-11-20 13:00:00,781,16,C16,13,14,41,2020,11
1657,2020-11-20 10:00:00,843,3,C15,10,11,41,2020,11
1658,2020-11-20 11:00:00,687,15,C15,11,12,41,2020,11
1659,2020-11-20 13:00:00,361,2,C15,13,14,41,2020,11
1660,2020-11-20 14:00:00,348,53,C15,14,15,41,2020,11
1661,2020-11-20 07:00:00,769,54,C14,7,8,41,2020,11
1662,2020-11-20 11:00:00,361,11,C14,11,12,41,2020,11
1663,2020-11-20 15:00:00,947,10,C14,15,16,41,2020,11
1664,2020-11-23 07:00:00,769,9,A18,7,8,41,2020,11
1665,2020-11-23 08:00:00,947,17,A18,8,9,41,2020,11
1666,2020-11-23 09:00:00,361,5,A18,9,10,41,2020,11
1667,2020-11-23 10:00:00,348,38,A18,10,11,41,2020,11
1668,2020-11-23 07:00:00,348,1,A17,7,8,41,2020,11
1669,2020-11-23 08:00:00,361,39,A17,8,9,41,2020,11
1670,2020-11-23 07:00:00,687,3,A15,7,8,41,2020,11
1671,2020-11-23 08:00:00,769,2,A15,8,9,41,2020,11
1672,2020-11-23 09:00:00,769,15,A15,9,10,41,2020,11
1673,2020-11-23 10:00:00,361,41,A15,10,11,41,2020,11
1674,2020-11-23 07:00:00,478,10,A14,7,8,41,2020,11
1675,2020-11-23 08:00:00,779,11,A14,8,9,41,2020,11
1676,2020-11-23 09:00:00,843,42,A14,9,10,41,2020,11
1677,2020-11-23 07:00:00,947,45,B17,7,8,41,2020,11
1678,2020-11-23 08:00:00,843,1,B17,8,9,41,2020,11
1679,2020-11-23 07:00:00,256,48,B14,7,8,41,2020,11
1680,2020-11-23 09:00:00,687,11,B14,9,10,41,2020,11
1681,2020-11-23 10:00:00,781,10,B14,10,11,41,2020,11
1682,2020-11-23 07:00:00,779,8,C16,7,8,41,2020,11
1683,2020-11-23 08:00:00,348,19,C16,8,9,41,2020,11
1684,2020-11-23 09:00:00,781,52,C16,9,10,41,2020,11
1685,2020-11-23 10:00:00,687,18,C16,10,11,41,2020,11
1686,2020-11-23 11:00:00,256,4,C16,11,12,41,2020,11
1687,2020-11-23 12:00:00,843,14,C16,12,13,41,2020,11
1688,2020-11-23 13:00:00,256,16,C16,13,14,41,2020,11
1689,2020-11-23 10:00:00,769,3,C15,10,11,41,2020,11
1690,2020-11-23 11:00:00,687,15,C15,11,12,41,2020,11
1691,2020-11-23 13:00:00,843,2,C15,13,14,41,2020,11
1692,2020-11-23 14:00:00,478,53,C15,14,15,41,2020,11
1693,2020-11-23 07:00:00,843,54,C14,7,8,41,2020,11
1694,2020-11-23 11:00:00,348,11,C14,11,12,41,2020,11
1695,2020-11-23 15:00:00,478,10,C14,15,16,41,2020,11
1696,2020-11-24 07:00:00,843,9,A18,7,8,41,2020,11
1697,2020-11-24 08:00:00,687,17,A18,8,9,41,2020,11
1698,2020-11-24 09:00:00,769,5,A18,9,10,41,2020,11
1699,2020-11-24 10:00:00,843,38,A18,10,11,41,2020,11
1700,2020-11-24 07:00:00,781,1,A17,7,8,41,2020,11
1701,2020-11-24 08:00:00,348,39,A17,8,9,41,2020,11
1702,2020-11-24 07:00:00,687,3,A15,7,8,41,2020,11
1703,2020-11-24 08:00:00,781,2,A15,8,9,41,2020,11
1704,2020-11-24 09:00:00,361,15,A15,9,10,41,2020,11
1705,2020-11-24 10:00:00,779,41,A15,10,11,41,2020,11
1706,2020-11-24 07:00:00,779,10,A14,7,8,41,2020,11
1707,2020-11-24 08:00:00,769,11,A14,8,9,41,2020,11
1708,2020-11-24 09:00:00,779,42,A14,9,10,41,2020,11
1709,2020-11-24 07:00:00,769,45,B17,7,8,41,2020,11
1710,2020-11-24 08:00:00,779,1,B17,8,9,41,2020,11
1711,2020-11-24 07:00:00,361,48,B14,7,8,41,2020,11
1712,2020-11-24 09:00:00,781,11,B14,9,10,41,2020,11
1713,2020-11-24 10:00:00,781,10,B14,10,11,41,2020,11
1714,2020-11-24 07:00:00,947,8,C16,7,8,41,2020,11
1715,2020-11-24 08:00:00,947,19,C16,8,9,41,2020,11
1716,2020-11-24 09:00:00,478,52,C16,9,10,41,2020,11
1717,2020-11-24 10:00:00,769,18,C16,10,11,41,2020,11
1718,2020-11-24 11:00:00,947,4,C16,11,12,41,2020,11
1719,2020-11-24 12:00:00,256,14,C16,12,13,41,2020,11
1720,2020-11-24 13:00:00,781,16,C16,13,14,41,2020,11
1721,2020-11-24 10:00:00,947,3,C15,10,11,41,2020,11
1722,2020-11-24 11:00:00,769,15,C15,11,12,41,2020,11
1723,2020-11-24 13:00:00,256,2,C15,13,14,41,2020,11
1724,2020-11-24 14:00:00,779,53,C15,14,15,41,2020,11
1725,2020-11-24 07:00:00,256,54,C14,7,8,41,2020,11
1726,2020-11-24 11:00:00,843,11,C14,11,12,41,2020,11
1727,2020-11-24 15:00:00,779,10,C14,15,16,41,2020,11
1728,2020-11-25 07:00:00,478,9,A18,7,8,41,2020,11
1729,2020-11-25 08:00:00,769,17,A18,8,9,41,2020,11
1730,2020-11-25 09:00:00,947,5,A18,9,10,41,2020,11
1731,2020-11-25 10:00:00,361,38,A18,10,11,41,2020,11
1732,2020-11-25 07:00:00,947,1,A17,7,8,41,2020,11
1733,2020-11-25 08:00:00,843,39,A17,8,9,41,2020,11
1734,2020-11-25 07:00:00,687,3,A15,7,8,41,2020,11
1735,2020-11-25 08:00:00,687,2,A15,8,9,41,2020,11
1736,2020-11-25 09:00:00,348,15,A15,9,10,41,2020,11
1737,2020-11-25 10:00:00,769,41,A15,10,11,41,2020,11
1738,2020-11-25 07:00:00,781,10,A14,7,8,41,2020,11
1739,2020-11-25 08:00:00,781,11,A14,8,9,41,2020,11
1740,2020-11-25 09:00:00,843,42,A14,9,10,41,2020,11
1741,2020-11-25 07:00:00,843,45,B17,7,8,41,2020,11
1742,2020-11-25 08:00:00,779,1,B17,8,9,41,2020,11
1743,2020-11-25 07:00:00,769,48,B14,7,8,41,2020,11
1744,2020-11-25 09:00:00,769,11,B14,9,10,41,2020,11
1745,2020-11-25 10:00:00,478,10,B14,10,11,41,2020,11
1746,2020-11-25 07:00:00,779,8,C16,7,8,41,2020,11
1747,2020-11-25 08:00:00,348,19,C16,8,9,41,2020,11
1748,2020-11-25 09:00:00,779,52,C16,9,10,41,2020,11
1749,2020-11-25 10:00:00,256,18,C16,10,11,41,2020,11
1750,2020-11-25 11:00:00,478,4,C16,11,12,41,2020,11
1751,2020-11-25 12:00:00,947,14,C16,12,13,41,2020,11
1752,2020-11-25 13:00:00,348,16,C16,13,14,41,2020,11
1753,2020-11-25 10:00:00,779,3,C15,10,11,41,2020,11
1754,2020-11-25 11:00:00,947,15,C15,11,12,41,2020,11
1755,2020-11-25 13:00:00,779,2,C15,13,14,41,2020,11
1756,2020-11-25 14:00:00,947,53,C15,14,15,41,2020,11
1757,2020-11-25 07:00:00,256,54,C14,7,8,41,2020,11
1758,2020-11-25 11:00:00,348,11,C14,11,12,41,2020,11
1759,2020-11-25 15:00:00,348,10,C14,15,16,41,2020,11
1760,2020-11-26 07:00:00,781,9,A18,7,8,41,2020,11
1761,2020-11-26 08:00:00,687,17,A18,8,9,41,2020,11
1762,2020-11-26 09:00:00,348,5,A18,9,10,41,2020,11
1763,2020-11-26 10:00:00,781,38,A18,10,11,41,2020,11
1764,2020-11-26 07:00:00,687,1,A17,7,8,41,2020,11
1765,2020-11-26 08:00:00,478,39,A17,8,9,41,2020,11
1766,2020-11-26 07:00:00,843,3,A15,7,8,41,2020,11
1767,2020-11-26 08:00:00,361,2,A15,8,9,41,2020,11
1768,2020-11-26 09:00:00,781,15,A15,9,10,41,2020,11
1769,2020-11-26 10:00:00,348,41,A15,10,11,41,2020,11
1770,2020-11-26 07:00:00,348,10,A14,7,8,41,2020,11
1771,2020-11-26 08:00:00,256,11,A14,8,9,41,2020,11
1772,2020-11-26 09:00:00,779,42,A14,9,10,41,2020,11
1773,2020-11-26 07:00:00,947,45,B17,7,8,41,2020,11
1774,2020-11-26 08:00:00,779,1,B17,8,9,41,2020,11
1775,2020-11-26 07:00:00,361,48,B14,7,8,41,2020,11
1776,2020-11-26 09:00:00,361,11,B14,9,10,41,2020,11
1777,2020-11-26 10:00:00,779,10,B14,10,11,41,2020,11
1778,2020-11-26 07:00:00,779,8,C16,7,8,41,2020,11
1779,2020-11-26 08:00:00,769,19,C16,8,9,41,2020,11
1780,2020-11-26 09:00:00,947,52,C16,9,10,41,2020,11
1781,2020-11-26 10:00:00,478,18,C16,10,11,41,2020,11
1782,2020-11-26 11:00:00,361,4,C16,11,12,41,2020,11
1783,2020-11-26 12:00:00,781,14,C16,12,13,41,2020,11
1784,2020-11-26 13:00:00,478,16,C16,13,14,41,2020,11
1785,2020-11-26 10:00:00,361,3,C15,10,11,41,2020,11
1786,2020-11-26 11:00:00,843,15,C15,11,12,41,2020,11
1787,2020-11-26 13:00:00,687,2,C15,13,14,41,2020,11
1788,2020-11-26 14:00:00,779,53,C15,14,15,41,2020,11
1789,2020-11-26 07:00:00,769,54,C14,7,8,41,2020,11
1790,2020-11-26 11:00:00,947,11,C14,11,12,41,2020,11
1791,2020-11-26 15:00:00,947,10,C14,15,16,41,2020,11
1792,2020-11-27 07:00:00,361,9,A18,7,8,41,2020,11
1793,2020-11-27 08:00:00,779,17,A18,8,9,41,2020,11
1794,2020-11-27 09:00:00,687,5,A18,9,10,41,2020,11
1795,2020-11-27 10:00:00,361,38,A18,10,11,41,2020,11
1796,2020-11-27 07:00:00,687,1,A17,7,8,41,2020,11
1797,2020-11-27 08:00:00,947,39,A17,8,9,41,2020,11
1798,2020-11-27 07:00:00,947,3,A15,7,8,41,2020,11
1799,2020-11-27 08:00:00,348,2,A15,8,9,41,2020,11
1800,2020-11-27 09:00:00,256,15,A15,9,10,41,2020,11
1801,2020-11-27 10:00:00,947,41,A15,10,11,41,2020,11
1802,2020-11-27 07:00:00,781,10,A14,7,8,41,2020,11
1803,2020-11-27 08:00:00,256,11,A14,8,9,41,2020,11
1804,2020-11-27 09:00:00,348,42,A14,9,10,41,2020,11
1805,2020-11-27 07:00:00,779,45,B17,7,8,41,2020,11
1806,2020-11-27 08:00:00,769,1,B17,8,9,41,2020,11
1807,2020-11-27 07:00:00,256,48,B14,7,8,41,2020,11
1808,2020-11-27 09:00:00,843,11,B14,9,10,41,2020,11
1809,2020-11-27 10:00:00,781,10,B14,10,11,41,2020,11
1810,2020-11-27 07:00:00,843,8,C16,7,8,41,2020,11
1811,2020-11-27 08:00:00,687,19,C16,8,9,41,2020,11
1812,2020-11-27 09:00:00,947,52,C16,9,10,41,2020,11
1813,2020-11-27 10:00:00,769,18,C16,10,11,41,2020,11
1814,2020-11-27 11:00:00,478,4,C16,11,12,41,2020,11
1815,2020-11-27 12:00:00,348,14,C16,12,13,41,2020,11
1816,2020-11-27 13:00:00,781,16,C16,13,14,41,2020,11
1817,2020-11-27 10:00:00,256,3,C15,10,11,41,2020,11
1818,2020-11-27 11:00:00,348,15,C15,11,12,41,2020,11
1819,2020-11-27 13:00:00,687,2,C15,13,14,41,2020,11
1820,2020-11-27 14:00:00,348,53,C15,14,15,41,2020,11
1821,2020-11-27 07:00:00,348,54,C14,7,8,41,2020,11
1822,2020-11-27 11:00:00,947,11,C14,11,12,41,2020,11
1823,2020-11-27 15:00:00,687,10,C14,15,16,41,2020,11
1824,2020-11-30 07:00:00,781,9,A18,7,8,41,2020,11
1825,2020-11-30 08:00:00,843,17,A18,8,9,41,2020,11
1826,2020-11-30 09:00:00,947,5,A18,9,10,41,2020,11
1827,2020-11-30 10:00:00,781,38,A18,10,11,41,2020,11
1828,2020-11-30 07:00:00,769,1,A17,7,8,41,2020,11
1829,2020-11-30 08:00:00,256,39,A17,8,9,41,2020,11
1830,2020-11-30 07:00:00,348,3,A15,7,8,41,2020,11
1831,2020-11-30 08:00:00,348,2,A15,8,9,41,2020,11
1832,2020-11-30 09:00:00,769,15,A15,9,10,41,2020,11
1833,2020-11-30 10:00:00,947,41,A15,10,11,41,2020,11
1834,2020-11-30 07:00:00,478,10,A14,7,8,41,2020,11
1835,2020-11-30 08:00:00,361,11,A14,8,9,41,2020,11
1836,2020-11-30 09:00:00,781,42,A14,9,10,41,2020,11
1837,2020-11-30 07:00:00,256,45,B17,7,8,41,2020,11
1838,2020-11-30 08:00:00,687,1,B17,8,9,41,2020,11
1839,2020-11-30 07:00:00,779,48,B14,7,8,41,2020,11
1840,2020-11-30 09:00:00,478,11,B14,9,10,41,2020,11
1841,2020-11-30 10:00:00,779,10,B14,10,11,41,2020,11
1842,2020-11-30 07:00:00,843,8,C16,7,8,41,2020,11
1843,2020-11-30 08:00:00,781,19,C16,8,9,41,2020,11
1844,2020-11-30 09:00:00,779,52,C16,9,10,41,2020,11
1845,2020-11-30 10:00:00,361,18,C16,10,11,41,2020,11
1846,2020-11-30 11:00:00,687,4,C16,11,12,41,2020,11
1847,2020-11-30 12:00:00,769,14,C16,12,13,41,2020,11
1848,2020-11-30 13:00:00,687,16,C16,13,14,41,2020,11
1849,2020-11-30 10:00:00,687,3,C15,10,11,41,2020,11
1850,2020-11-30 11:00:00,843,15,C15,11,12,41,2020,11
1851,2020-11-30 13:00:00,779,2,C15,13,14,41,2020,11
1852,2020-11-30 14:00:00,947,53,C15,14,15,41,2020,11
1853,2020-11-30 07:00:00,687,54,C14,7,8,41,2020,11
1854,2020-11-30 11:00:00,779,11,C14,11,12,41,2020,11
1855,2020-11-30 15:00:00,348,10,C14,15,16,41,2020,11
1856,2020-12-01 07:00:00,779,9,A18,7,8,41,2020,12
1857,2020-12-01 08:00:00,769,17,A18,8,9,41,2020,12
1858,2020-12-01 09:00:00,843,5,A18,9,10,41,2020,12
1859,2020-12-01 10:00:00,781,38,A18,10,11,41,2020,12
1860,2020-12-01 07:00:00,843,1,A17,7,8,41,2020,12
1861,2020-12-01 08:00:00,361,39,A17,8,9,41,2020,12
1862,2020-12-01 07:00:00,348,3,A15,7,8,41,2020,12
1863,2020-12-01 08:00:00,256,2,A15,8,9,41,2020,12
1864,2020-12-01 09:00:00,779,15,A15,9,10,41,2020,12
1865,2020-12-01 10:00:00,478,41,A15,10,11,41,2020,12
1866,2020-12-01 07:00:00,361,10,A14,7,8,41,2020,12
1867,2020-12-01 08:00:00,781,11,A14,8,9,41,2020,12
1868,2020-12-01 09:00:00,348,42,A14,9,10,41,2020,12
1869,2020-12-01 07:00:00,769,45,B17,7,8,41,2020,12
1870,2020-12-01 08:00:00,687,1,B17,8,9,41,2020,12
1871,2020-12-01 07:00:00,687,48,B14,7,8,41,2020,12
1872,2020-12-01 09:00:00,947,11,B14,9,10,41,2020,12
1873,2020-12-01 10:00:00,769,10,B14,10,11,41,2020,12
1874,2020-12-01 07:00:00,781,8,C16,7,8,41,2020,12
1875,2020-12-01 08:00:00,843,19,C16,8,9,41,2020,12
1876,2020-12-01 09:00:00,769,52,C16,9,10,41,2020,12
1877,2020-12-01 10:00:00,361,18,C16,10,11,41,2020,12
1878,2020-12-01 11:00:00,687,4,C16,11,12,41,2020,12
1879,2020-12-01 12:00:00,781,14,C16,12,13,41,2020,12
1880,2020-12-01 13:00:00,256,16,C16,13,14,41,2020,12
1881,2020-12-01 10:00:00,947,3,C15,10,11,41,2020,12
1882,2020-12-01 11:00:00,781,15,C15,11,12,41,2020,12
1883,2020-12-01 13:00:00,687,2,C15,13,14,41,2020,12
1884,2020-12-01 14:00:00,947,53,C15,14,15,41,2020,12
1885,2020-12-01 07:00:00,256,54,C14,7,8,41,2020,12
1886,2020-12-01 11:00:00,769,11,C14,11,12,41,2020,12
1887,2020-12-01 15:00:00,947,10,C14,15,16,41,2020,12
1888,2020-12-02 07:00:00,769,9,A18,7,8,41,2020,12
1889,2020-12-02 08:00:00,779,17,A18,8,9,41,2020,12
1890,2020-12-02 09:00:00,843,5,A18,9,10,41,2020,12
1891,2020-12-02 10:00:00,781,38,A18,10,11,41,2020,12
1892,2020-12-02 07:00:00,478,1,A17,7,8,41,2020,12
1893,2020-12-02 08:00:00,687,39,A17,8,9,41,2020,12
1894,2020-12-02 07:00:00,781,3,A15,7,8,41,2020,12
1895,2020-12-02 08:00:00,478,2,A15,8,9,41,2020,12
1896,2020-12-02 09:00:00,947,15,A15,9,10,41,2020,12
1897,2020-12-02 10:00:00,361,41,A15,10,11,41,2020,12
1898,2020-12-02 07:00:00,361,10,A14,7,8,41,2020,12
1899,2020-12-02 08:00:00,781,11,A14,8,9,41,2020,12
1900,2020-12-02 09:00:00,256,42,A14,9,10,41,2020,12
1901,2020-12-02 07:00:00,779,45,B17,7,8,41,2020,12
1902,2020-12-02 08:00:00,947,1,B17,8,9,41,2020,12
1903,2020-12-02 07:00:00,843,48,B14,7,8,41,2020,12
1904,2020-12-02 09:00:00,348,11,B14,9,10,41,2020,12
1905,2020-12-02 10:00:00,256,10,B14,10,11,41,2020,12
1906,2020-12-02 07:00:00,687,8,C16,7,8,41,2020,12
1907,2020-12-02 08:00:00,348,19,C16,8,9,41,2020,12
1908,2020-12-02 09:00:00,361,52,C16,9,10,41,2020,12
1909,2020-12-02 10:00:00,687,18,C16,10,11,41,2020,12
1910,2020-12-02 11:00:00,348,4,C16,11,12,41,2020,12
1911,2020-12-02 12:00:00,781,14,C16,12,13,41,2020,12
1912,2020-12-02 13:00:00,478,16,C16,13,14,41,2020,12
1913,2020-12-02 10:00:00,478,3,C15,10,11,41,2020,12
1914,2020-12-02 11:00:00,947,15,C15,11,12,41,2020,12
1915,2020-12-02 13:00:00,348,2,C15,13,14,41,2020,12
1916,2020-12-02 14:00:00,361,53,C15,14,15,41,2020,12
1917,2020-12-02 07:00:00,348,54,C14,7,8,41,2020,12
1918,2020-12-02 11:00:00,843,11,C14,11,12,41,2020,12
1919,2020-12-02 15:00:00,769,10,C14,15,16,41,2020,12
1920,2020-12-03 07:00:00,779,9,A18,7,8,41,2020,12
1921,2020-12-03 08:00:00,769,17,A18,8,9,41,2020,12
1922,2020-12-03 09:00:00,843,5,A18,9,10,41,2020,12
1923,2020-12-03 10:00:00,769,38,A18,10,11,41,2020,12
1924,2020-12-03 07:00:00,781,1,A17,7,8,41,2020,12
1925,2020-12-03 08:00:00,256,39,A17,8,9,41,2020,12
1926,2020-12-03 07:00:00,256,3,A15,7,8,41,2020,12
1927,2020-12-03 08:00:00,478,2,A15,8,9,41,2020,12
1928,2020-12-03 09:00:00,478,15,A15,9,10,41,2020,12
1929,2020-12-03 10:00:00,348,41,A15,10,11,41,2020,12
1930,2020-12-03 07:00:00,348,10,A14,7,8,41,2020,12
1931,2020-12-03 08:00:00,348,11,A14,8,9,41,2020,12
1932,2020-12-03 09:00:00,781,42,A14,9,10,41,2020,12
1933,2020-12-03 07:00:00,947,45,B17,7,8,41,2020,12
1934,2020-12-03 08:00:00,947,1,B17,8,9,41,2020,12
1935,2020-12-03 07:00:00,769,48,B14,7,8,41,2020,12
1936,2020-12-03 09:00:00,348,11,B14,9,10,41,2020,12
1937,2020-12-03 10:00:00,687,10,B14,10,11,41,2020,12
1938,2020-12-03 07:00:00,361,8,C16,7,8,41,2020,12
1939,2020-12-03 08:00:00,779,19,C16,8,9,41,2020,12
1940,2020-12-03 09:00:00,256,52,C16,9,10,41,2020,12
1941,2020-12-03 10:00:00,779,18,C16,10,11,41,2020,12
1942,2020-12-03 11:00:00,947,4,C16,11,12,41,2020,12
1943,2020-12-03 12:00:00,687,14,C16,12,13,41,2020,12
1944,2020-12-03 13:00:00,781,16,C16,13,14,41,2020,12
1945,2020-12-03 10:00:00,478,3,C15,10,11,41,2020,12
1946,2020-12-03 11:00:00,687,15,C15,11,12,41,2020,12
1947,2020-12-03 13:00:00,843,2,C15,13,14,41,2020,12
1948,2020-12-03 14:00:00,781,53,C15,14,15,41,2020,12
1949,2020-12-03 07:00:00,687,54,C14,7,8,41,2020,12
1950,2020-12-03 11:00:00,843,11,C14,11,12,41,2020,12
1951,2020-12-03 15:00:00,687,10,C14,15,16,41,2020,12
1952,2020-12-04 07:00:00,947,9,A18,7,8,41,2020,12
1953,2020-12-04 08:00:00,256,17,A18,8,9,41,2020,12
1954,2020-12-04 09:00:00,256,5,A18,9,10,41,2020,12
1955,2020-12-04 10:00:00,478,38,A18,10,11,41,2020,12
1956,2020-12-04 07:00:00,687,1,A17,7,8,41,2020,12
1957,2020-12-04 08:00:00,947,39,A17,8,9,41,2020,12
1958,2020-12-04 07:00:00,843,3,A15,7,8,41,2020,12
1959,2020-12-04 08:00:00,687,2,A15,8,9,41,2020,12
1960,2020-12-04 09:00:00,687,15,A15,9,10,41,2020,12
1961,2020-12-04 10:00:00,769,41,A15,10,11,41,2020,12
1962,2020-12-04 07:00:00,478,10,A14,7,8,41,2020,12
1963,2020-12-04 08:00:00,843,11,A14,8,9,41,2020,12
1964,2020-12-04 09:00:00,348,42,A14,9,10,41,2020,12
1965,2020-12-04 07:00:00,348,45,B17,7,8,41,2020,12
1966,2020-12-04 08:00:00,361,1,B17,8,9,41,2020,12
1967,2020-12-04 07:00:00,256,48,B14,7,8,41,2020,12
1968,2020-12-04 09:00:00,843,11,B14,9,10,41,2020,12
1969,2020-12-04 10:00:00,947,10,B14,10,11,41,2020,12
1970,2020-12-04 07:00:00,779,8,C16,7,8,41,2020,12
1971,2020-12-04 08:00:00,478,19,C16,8,9,41,2020,12
1972,2020-12-04 09:00:00,781,52,C16,9,10,41,2020,12
1973,2020-12-04 10:00:00,348,18,C16,10,11,41,2020,12
1974,2020-12-04 11:00:00,843,4,C16,11,12,41,2020,12
1975,2020-12-04 12:00:00,947,14,C16,12,13,41,2020,12
1976,2020-12-04 13:00:00,779,16,C16,13,14,41,2020,12
1977,2020-12-04 10:00:00,781,3,C15,10,11,41,2020,12
1978,2020-12-04 11:00:00,256,15,C15,11,12,41,2020,12
1979,2020-12-04 13:00:00,361,2,C15,13,14,41,2020,12
1980,2020-12-04 14:00:00,769,53,C15,14,15,41,2020,12
1981,2020-12-04 07:00:00,769,54,C14,7,8,41,2020,12
1982,2020-12-04 11:00:00,781,11,C14,11,12,41,2020,12
1983,2020-12-04 15:00:00,348,10,C14,15,16,41,2020,12
1984,2020-12-07 07:00:00,256,9,A18,7,8,41,2020,12
1985,2020-12-07 08:00:00,779,17,A18,8,9,41,2020,12
1986,2020-12-07 09:00:00,947,5,A18,9,10,41,2020,12
1987,2020-12-07 10:00:00,348,38,A18,10,11,41,2020,12
1988,2020-12-07 07:00:00,348,1,A17,7,8,41,2020,12
1989,2020-12-07 08:00:00,256,39,A17,8,9,41,2020,12
1990,2020-12-07 07:00:00,781,3,A15,7,8,41,2020,12
1991,2020-12-07 08:00:00,687,2,A15,8,9,41,2020,12
1992,2020-12-07 09:00:00,843,15,A15,9,10,41,2020,12
1993,2020-12-07 10:00:00,478,41,A15,10,11,41,2020,12
1994,2020-12-07 07:00:00,843,10,A14,7,8,41,2020,12
